"Date Printed: Thursday, June 21, 2018 8:26:38 AM"
Title: HIV prevalence | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiple races | Native Hawaiian/Other Pacific Islander | White | Male | Female | Ages 13 years and older | All transmission categories
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2008","Alabama","01","Ages 13 years and older","White","Female","All transmission categories","563",40.4,"1,394,141"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Black/African American","Male","All transmission categories","5,075",1069.5,"474,535"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","2,533",449.1,"564,070"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","266",358.1,"74,288"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","86",144.3,"59,585"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","905"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","873"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","White","Male","All transmission categories","2,746",205.4,"1,336,927"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","White","Female","All transmission categories","624",44.1,"1,415,937"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","19,855"
"HIV prevalence","2013","Alabama","01","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","21,824"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","4",35.3,"11,341"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",8.4,"11,836"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Asian","Male","All transmission categories","24",99.5,"24,114"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Asian","Female","All transmission categories","6",21.3,"28,179"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Black/African American","Male","All transmission categories","5,356",1118.8,"478,717"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","2,573",452.3,"568,815"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","293",392,"74,737"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","85",139.4,"60,964"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","914"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","870"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","White","Male","All transmission categories","2,814",210.2,"1,338,717"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","White","Female","All transmission categories","625",44.1,"1,417,982"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","20,475"
"HIV prevalence","2014","Alabama","01","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","22,542"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","3",30.7,"9,786"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",10.1,"9,867"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Asian","Male","All transmission categories","16",88.6,"18,055"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Asian","Female","All transmission categories","5",24.2,"20,689"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Black/African American","Male","All transmission categories","4,294",947.2,"453,317"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","2,240",414.7,"540,093"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","233",415.2,"56,117"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","73",167.7,"43,527"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","553"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","606"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","White","Male","All transmission categories","2,420",184,"1,315,323"
"HIV prevalence","2009","Alabama","01","Ages 13 years and older","White","Female","All transmission categories","580",41.4,"1,399,409"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","3",28.1,"10,687"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",9,"11,122"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","Asian","Male","All transmission categories","17",81.7,"20,819"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","Asian","Female","All transmission categories","5",21.2,"23,636"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","Black/African American","Male","All transmission categories","4,413",959.7,"459,827"
"HIV prevalence","2010","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","2,325",423.6,"548,909"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","92",224.2,"41,043"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","56",138.8,"40,337"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","11",64.9,"16,956"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","9",46.5,"19,375"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","56",474.5,"11,802"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","23",271.5,"8,471"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","50",260,"19,234"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","11",65.3,"16,857"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","3,321"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","3,194"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","239",115.1,"207,565"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","45",24.8,"181,168"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","15,207"
"HIV prevalence","2014","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","15,333"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Black/African American","Male","All transmission categories","4,844",1033.6,"468,633"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","2,465",441.3,"558,550"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","265",354.5,"74,761"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","86",147.1,"58,458"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","869"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","834"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","White","Male","All transmission categories","2,678",200.8,"1,333,639"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","White","Female","All transmission categories","621",43.9,"1,413,348"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","19,139"
"HIV prevalence","2012","Alabama","01","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","21,035"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","91",227.8,"39,947"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","53",133.4,"39,720"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","8",53.1,"15,073"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","7",39.6,"17,664"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","65",608.7,"10,678"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","21",262.4,"8,002"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","55",348.9,"15,765"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","17",115.8,"14,684"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,869"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,689"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","265",128.2,"206,780"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","51",27.9,"182,899"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","14,076"
"HIV prevalence","2011","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","14,445"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","88",216,"40,736"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","56",139.5,"40,146"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","12",73,"16,441"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","9",47.8,"18,827"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","65",551.7,"11,782"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","23",267.4,"8,601"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","59",317.6,"18,577"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","14",85.2,"16,432"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","3,218"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","3,081"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","248",118.7,"209,014"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","46",25.2,"182,645"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","14,847"
"HIV prevalence","2013","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","15,128"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","89",221.8,"40,123"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","54",135.3,"39,920"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","10",63.3,"15,792"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","9",49.3,"18,271"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","64",561.4,"11,401"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","23",272.6,"8,437"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","57",330.3,"17,256"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","15",94.7,"15,840"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","3,066"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,918"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","255",122.6,"208,072"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","45",24.6,"183,145"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","14,412"
"HIV prevalence","2012","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","14,770"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","84",212.4,"39,549"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","47",118,"39,829"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","3",24.6,"12,214"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","3",21.1,"14,188"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","45",388.8,"11,574"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","17",188.7,"9,010"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","43",265,"16,229"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13",94.6,"13,742"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","1,633"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","1,582"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","231",114.2,"202,295"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","46",25.9,"177,828"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","9,892"
"HIV prevalence","2008","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","9,781"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","96",233,"41,200"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","60",147.6,"40,652"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","10",57.4,"17,431"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","9",45.3,"19,885"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","60",506.3,"11,851"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","27",322.4,"8,374"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","50",253.2,"19,748"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","12",69.7,"17,223"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","3,408"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","3,304"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","248",120,"206,735"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","White","Female","All transmission categories","46",25.5,"180,047"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","15,509"
"HIV prevalence","2015","Alaska","02","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","15,558"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","85",211.4,"40,217"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","49",120.5,"40,658"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","3",23.4,"12,825"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","5",33.7,"14,847"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","47",427.9,"10,984"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","16",173.3,"9,230"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","44",265.3,"16,586"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13",90.1,"14,424"
"HIV prevalence","2009","Alaska","02","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","1,670"
